Date,Description,Category,Amount
2024-01-19,"Transaction 9308",Daycare,-16.52
2022-10-05,"Transaction 9309",Groceries,-49.92
2023-04-02,"Transaction 9310",Groceries,-25.05
2022-03-13,"Transaction 9311","Dental Care",-47.47
2023-04-27,"Transaction 9312",Income,683.80
2022-03-16,"Transaction 9313","Cable TV",-17.45
2023-02-05,"Transaction 9314","Cable TV",-14.34
2024-01-07,"Transaction 9315",Groceries,-43.62
2022-04-27,"Transaction 9316",Income,505.00
2024-01-08,"Transaction 9317","Coffee Shops",-38.12
2023-09-19,"Transaction 9318",Income,452.46
2023-05-17,"Transaction 9319",Entertainment,-40.98
2022-12-24,"Transaction 9320",Groceries,-14.68
2023-02-27,"Transaction 9321",Daycare,-45.30
2023-09-04,"Transaction 9322","Auto Loan",-12.99
2023-01-10,"Transaction 9323",Groceries,-33.90
2024-02-08,"Transaction 9324",Groceries,-24.97
2022-03-06,"Transaction 9325",Groceries,-23.12
2023-08-08,"Transaction 9326","Dental Care",-25.81
2023-10-03,"Transaction 9327","Dental Care",-41.22
2022-12-31,"Transaction 9328",Daycare,-42.44
2022-10-23,"Transaction 9329",Groceries,-17.10
2023-03-28,"Transaction 9330",Entertainment,-31.75
2023-02-23,"Transaction 9331",Income,440.25
2023-11-22,"Transaction 9332",Daycare,-32.29
2022-06-09,"Transaction 9333","Dental Care",-42.39
2023-12-10,"Transaction 9334",Income,456.04
2022-04-17,"Transaction 9335",Daycare,-37.12
2023-07-10,"Transaction 9336","Auto Loan",-41.38
2023-11-04,"Transaction 9337",Entertainment,-30.45
2023-03-05,"Transaction 9338",Daycare,-35.34
2023-09-20,"Transaction 9339",Groceries,-14.66
2023-02-18,"Transaction 9340",Daycare,-45.13
2023-03-06,"Transaction 9341","Auto Loan",-41.14
2022-09-20,"Transaction 9342","Cable TV",-23.21
2022-12-16,"Transaction 9343","Coffee Shops",-49.59
2022-12-28,"Transaction 9344",Entertainment,-43.83
2022-06-09,"Transaction 9345","Coffee Shops",-22.24
2023-12-31,"Transaction 9346","Dental Care",-16.39
2022-11-26,"Transaction 9347","Coffee Shops",-38.05
2022-04-27,"Transaction 9348","Coffee Shops",-34.16
2023-01-16,"Transaction 9349","Dental Care",-46.14
2022-03-22,"Transaction 9350","Dental Care",-14.17
2023-03-28,"Transaction 9351",Daycare,-49.08
2022-01-20,"Transaction 9352","Coffee Shops",-15.50
2022-06-23,"Transaction 9353","Coffee Shops",-41.67
2022-02-19,"Transaction 9354",Groceries,-42.79
2022-05-20,"Transaction 9355","Auto Loan",-38.70
2022-06-19,"Transaction 9356","Dental Care",-41.21
2022-12-10,"Transaction 9357",Income,550.39
2024-02-06,"Transaction 9358","Dental Care",-12.74
2024-01-21,"Transaction 9359",Daycare,-38.68
2024-02-15,"Transaction 9360","Coffee Shops",-49.02
2022-06-11,"Transaction 9361","Cable TV",-18.68
2022-12-01,"Transaction 9362",Groceries,-26.69
2022-11-09,"Transaction 9363",Entertainment,-32.60
2022-08-13,"Transaction 9364","Cable TV",-25.95
2022-10-16,"Transaction 9365",Income,485.27
2023-12-24,"Transaction 9366","Coffee Shops",-49.47
2024-02-17,"Transaction 9367","Cable TV",-24.52
2022-06-14,"Transaction 9368",Entertainment,-15.26
2022-11-02,"Transaction 9369",Income,566.27
2023-09-01,"Transaction 9370",Groceries,-48.44
2023-12-18,"Transaction 9371",Income,945.98
2023-11-29,"Transaction 9372","Coffee Shops",-45.69
2023-05-04,"Transaction 9373",Entertainment,-47.99
2022-10-27,"Transaction 9374",Daycare,-11.19
2022-02-04,"Transaction 9375","Dental Care",-31.67
2023-03-26,"Transaction 9376","Coffee Shops",-42.68
2022-06-18,"Transaction 9377",Entertainment,-15.22
2023-09-14,"Transaction 9378",Groceries,-16.84
2023-06-16,"Transaction 9379","Cable TV",-25.26
2022-06-23,"Transaction 9380","Coffee Shops",-25.39
2022-09-17,"Transaction 9381","Coffee Shops",-20.91
2022-10-06,"Transaction 9382","Coffee Shops",-13.25
2022-11-21,"Transaction 9383","Auto Loan",-35.23
2023-08-05,"Transaction 9384","Cable TV",-36.10
2024-01-05,"Transaction 9385",Daycare,-40.87
2023-08-08,"Transaction 9386",Income,310.25
2022-03-27,"Transaction 9387","Coffee Shops",-11.98
2022-09-17,"Transaction 9388",Daycare,-41.67
2022-06-24,"Transaction 9389",Daycare,-10.48
2024-02-14,"Transaction 9390","Cable TV",-23.40
2023-09-23,"Transaction 9391","Dental Care",-12.06
2023-10-10,"Transaction 9392",Groceries,-38.67
2022-05-26,"Transaction 9393",Groceries,-48.80
2023-04-13,"Transaction 9394","Cable TV",-40.05
2022-03-04,"Transaction 9395",Groceries,-29.53
2023-04-10,"Transaction 9396","Auto Loan",-18.65
2022-03-19,"Transaction 9397",Groceries,-10.98
2022-01-02,"Transaction 9398","Cable TV",-40.56
2022-03-05,"Transaction 9399","Auto Loan",-28.36
2022-04-28,"Transaction 9400",Groceries,-45.15
2022-08-26,"Transaction 9401",Groceries,-11.18
2022-01-27,"Transaction 9402","Cable TV",-11.78
2022-10-13,"Transaction 9403","Dental Care",-44.97
2022-03-03,"Transaction 9404",Groceries,-21.46
2022-09-02,"Transaction 9405",Entertainment,-48.97
2022-01-24,"Transaction 9406",Entertainment,-35.98
2022-06-11,"Transaction 9407",Entertainment,-12.03
2024-01-06,"Transaction 9408","Cable TV",-28.71
2023-06-23,"Transaction 9409","Dental Care",-14.02
2022-01-07,"Transaction 9410",Entertainment,-16.86
2022-10-10,"Transaction 9411",Groceries,-42.08
2022-12-30,"Transaction 9412",Daycare,-29.05
2022-03-04,"Transaction 9413","Auto Loan",-34.11
2023-06-30,"Transaction 9414","Coffee Shops",-29.69
2023-09-10,"Transaction 9415",Income,604.21
2023-11-19,"Transaction 9416","Dental Care",-29.51
2022-10-18,"Transaction 9417",Income,258.08
2024-01-25,"Transaction 9418",Daycare,-30.35
2024-01-15,"Transaction 9419","Cable TV",-20.25
2023-09-26,"Transaction 9420","Cable TV",-24.31
2022-06-22,"Transaction 9421",Entertainment,-17.91
2024-02-06,"Transaction 9422",Entertainment,-25.59
2024-01-03,"Transaction 9423","Auto Loan",-17.66
2022-02-17,"Transaction 9424","Cable TV",-16.90
2022-10-28,"Transaction 9425","Auto Loan",-25.84
2023-09-02,"Transaction 9426","Cable TV",-27.83
2022-12-13,"Transaction 9427","Cable TV",-21.94
2023-10-04,"Transaction 9428",Income,365.35
2022-02-17,"Transaction 9429","Coffee Shops",-20.62
2023-06-23,"Transaction 9430","Dental Care",-21.61
2022-09-15,"Transaction 9431","Cable TV",-45.60
2023-12-14,"Transaction 9432","Coffee Shops",-16.46
2024-02-01,"Transaction 9433","Auto Loan",-24.67
2022-01-10,"Transaction 9434",Groceries,-10.04
2023-10-11,"Transaction 9435",Groceries,-15.07
2023-12-30,"Transaction 9436","Cable TV",-20.10
2022-09-09,"Transaction 9437",Income,597.09
2023-07-06,"Transaction 9438","Dental Care",-18.68
2023-06-21,"Transaction 9439",Entertainment,-31.16
2023-02-14,"Transaction 9440",Income,581.84
2022-07-09,"Transaction 9441",Daycare,-17.76
2023-10-06,"Transaction 9442",Entertainment,-33.26
2023-03-10,"Transaction 9443",Entertainment,-14.53
2022-10-15,"Transaction 9444",Groceries,-43.55
2023-05-30,"Transaction 9445",Groceries,-23.89
2023-02-03,"Transaction 9446",Daycare,-25.31
2022-02-06,"Transaction 9447",Income,735.55
2023-04-22,"Transaction 9448",Daycare,-25.09
2022-06-22,"Transaction 9449",Income,293.50
2022-01-31,"Transaction 9450",Groceries,-43.72
2023-10-18,"Transaction 9451",Groceries,-34.16
2023-12-31,"Transaction 9452",Groceries,-17.55
2022-06-30,"Transaction 9453",Income,713.96
2022-03-27,"Transaction 9454","Auto Loan",-21.45
2023-10-23,"Transaction 9455","Dental Care",-32.62
2023-11-28,"Transaction 9456",Daycare,-14.82
2022-10-28,"Transaction 9457",Groceries,-19.58
2023-12-30,"Transaction 9458","Coffee Shops",-48.00
2022-05-03,"Transaction 9459","Auto Loan",-31.05
2022-06-29,"Transaction 9460","Dental Care",-10.67
2023-06-07,"Transaction 9461",Income,409.00
2022-09-08,"Transaction 9462",Groceries,-27.75
2023-10-23,"Transaction 9463",Entertainment,-22.22
2023-12-09,"Transaction 9464",Entertainment,-34.90
2022-06-28,"Transaction 9465",Entertainment,-33.20
2024-01-04,"Transaction 9466","Coffee Shops",-39.96
2023-12-14,"Transaction 9467","Dental Care",-12.64
2022-10-21,"Transaction 9468",Entertainment,-36.64
2023-06-11,"Transaction 9469","Cable TV",-26.90
2022-01-06,"Transaction 9470",Groceries,-11.65
2023-03-31,"Transaction 9471",Groceries,-45.76
2024-02-17,"Transaction 9472",Entertainment,-42.16
2023-04-14,"Transaction 9473",Income,562.86
2022-08-30,"Transaction 9474","Cable TV",-32.22
2023-03-22,"Transaction 9475","Coffee Shops",-30.27
2023-02-17,"Transaction 9476","Cable TV",-34.76
2022-12-29,"Transaction 9477","Coffee Shops",-23.37
2023-02-08,"Transaction 9478",Income,900.90
2023-11-08,"Transaction 9479",Entertainment,-44.82
2022-07-31,"Transaction 9480",Daycare,-20.42
2022-09-02,"Transaction 9481","Coffee Shops",-15.25
2023-11-29,"Transaction 9482",Groceries,-30.95
2022-07-12,"Transaction 9483","Coffee Shops",-41.34
2023-11-19,"Transaction 9484",Groceries,-16.22
2024-01-18,"Transaction 9485",Groceries,-21.32
2022-01-18,"Transaction 9486","Coffee Shops",-15.50
2022-05-13,"Transaction 9487","Dental Care",-23.36
2022-01-17,"Transaction 9488",Entertainment,-49.43
2022-07-13,"Transaction 9489","Dental Care",-37.83
2022-02-01,"Transaction 9490",Daycare,-17.40
2022-07-29,"Transaction 9491",Groceries,-10.06
2022-02-26,"Transaction 9492","Auto Loan",-48.96
2022-02-20,"Transaction 9493",Daycare,-40.66
2023-09-24,"Transaction 9494","Coffee Shops",-48.92
2022-01-12,"Transaction 9495","Auto Loan",-19.68
2023-04-03,"Transaction 9496",Groceries,-33.92
2024-01-01,"Transaction 9497",Income,768.32
2022-01-17,"Transaction 9498","Dental Care",-21.23
2022-10-09,"Transaction 9499",Daycare,-43.88
2024-01-04,"Transaction 9500",Daycare,-48.13
2023-01-16,"Transaction 9501","Coffee Shops",-23.02
2022-06-25,"Transaction 9502","Auto Loan",-49.23
2022-07-11,"Transaction 9503",Income,976.82
2024-01-22,"Transaction 9504",Income,943.73
2022-08-24,"Transaction 9505","Dental Care",-34.58
2022-12-14,"Transaction 9506","Auto Loan",-18.18
2023-06-29,"Transaction 9507","Auto Loan",-35.71
2023-06-08,"Transaction 9508",Groceries,-39.67
2022-09-08,"Transaction 9509",Income,586.97
2022-03-15,"Transaction 9510","Cable TV",-12.54
2022-03-20,"Transaction 9511","Cable TV",-17.74
2023-05-10,"Transaction 9512",Income,289.21
2023-06-07,"Transaction 9513","Cable TV",-25.96
2023-01-29,"Transaction 9514",Entertainment,-36.88
2022-11-25,"Transaction 9515","Cable TV",-16.62
2023-06-13,"Transaction 9516",Groceries,-22.64
2022-08-20,"Transaction 9517",Income,689.15
2023-02-23,"Transaction 9518","Cable TV",-11.15
2023-03-28,"Transaction 9519","Cable TV",-39.97
2022-07-26,"Transaction 9520",Income,529.68
2023-02-11,"Transaction 9521","Coffee Shops",-29.06
2022-02-27,"Transaction 9522","Coffee Shops",-18.35
2022-04-21,"Transaction 9523","Auto Loan",-36.09
2022-10-28,"Transaction 9524",Daycare,-29.66
2022-02-25,"Transaction 9525",Entertainment,-48.79
2024-01-30,"Transaction 9526","Cable TV",-42.62
2022-02-26,"Transaction 9527","Dental Care",-32.00
2023-07-09,"Transaction 9528","Cable TV",-16.75
2023-02-20,"Transaction 9529","Cable TV",-24.18
2022-10-07,"Transaction 9530",Daycare,-14.57
2023-03-27,"Transaction 9531","Cable TV",-10.16
2023-08-13,"Transaction 9532",Daycare,-34.97
2023-06-02,"Transaction 9533",Income,835.83
2023-04-24,"Transaction 9534",Groceries,-35.06
2022-02-10,"Transaction 9535","Auto Loan",-41.36
2022-12-29,"Transaction 9536",Daycare,-25.04
2023-08-24,"Transaction 9537",Income,294.12
2023-11-30,"Transaction 9538",Daycare,-18.86
2024-02-19,"Transaction 9539",Income,700.00
2023-07-18,"Transaction 9540","Cable TV",-13.67
2022-12-18,"Transaction 9541","Cable TV",-17.09
2024-02-27,"Transaction 9542",Groceries,-18.14
2022-11-22,"Transaction 9543",Entertainment,-10.93
2022-08-27,"Transaction 9544",Income,887.97
2024-01-12,"Transaction 9545",Entertainment,-15.20
2022-08-23,"Transaction 9546",Groceries,-10.24
2022-09-29,"Transaction 9547","Auto Loan",-37.49
2022-10-04,"Transaction 9548","Dental Care",-10.68
2022-09-30,"Transaction 9549","Cable TV",-44.31
2023-03-06,"Transaction 9550",Income,523.51
2022-10-03,"Transaction 9551",Daycare,-40.23
2023-09-19,"Transaction 9552",Groceries,-47.02
2022-08-27,"Transaction 9553",Groceries,-13.21
2022-10-21,"Transaction 9554",Entertainment,-28.50
2023-01-10,"Transaction 9555","Coffee Shops",-36.88
2022-11-24,"Transaction 9556","Coffee Shops",-16.69
2022-05-24,"Transaction 9557","Auto Loan",-14.68
2022-10-13,"Transaction 9558",Daycare,-16.55
2022-01-03,"Transaction 9559",Groceries,-25.35
2023-09-20,"Transaction 9560",Entertainment,-12.41
2023-02-08,"Transaction 9561",Income,633.69
2023-07-06,"Transaction 9562",Entertainment,-15.77
2022-09-28,"Transaction 9563",Daycare,-13.02
2023-08-07,"Transaction 9564",Daycare,-13.05
2023-11-19,"Transaction 9565","Coffee Shops",-30.55
2023-06-15,"Transaction 9566",Income,297.59
2022-09-09,"Transaction 9567","Coffee Shops",-42.01
2022-08-06,"Transaction 9568",Income,793.30
2022-02-10,"Transaction 9569","Dental Care",-48.42
2023-01-30,"Transaction 9570","Cable TV",-17.13
2023-09-18,"Transaction 9571",Income,569.03
2023-11-03,"Transaction 9572","Cable TV",-49.56
2023-12-13,"Transaction 9573",Entertainment,-26.87
2023-10-27,"Transaction 9574","Auto Loan",-36.09
2022-06-03,"Transaction 9575","Dental Care",-41.44
2022-05-19,"Transaction 9576","Coffee Shops",-37.88
2023-02-14,"Transaction 9577","Dental Care",-48.96
2023-06-04,"Transaction 9578","Dental Care",-33.32
2023-01-12,"Transaction 9579",Income,808.65
2023-07-16,"Transaction 9580",Entertainment,-12.49
2022-11-12,"Transaction 9581","Auto Loan",-38.53
2024-02-07,"Transaction 9582","Coffee Shops",-38.08
2023-07-27,"Transaction 9583",Daycare,-17.76
2023-02-16,"Transaction 9584","Auto Loan",-31.88
2022-01-08,"Transaction 9585","Cable TV",-39.41
2023-09-12,"Transaction 9586",Income,228.47
2023-12-15,"Transaction 9587","Cable TV",-17.59
2023-04-16,"Transaction 9588","Coffee Shops",-25.36
2023-03-18,"Transaction 9589",Daycare,-25.32
2022-02-08,"Transaction 9590","Dental Care",-23.40
2022-07-10,"Transaction 9591",Groceries,-13.51
2022-06-13,"Transaction 9592",Income,459.83
2023-11-13,"Transaction 9593",Groceries,-48.95
2023-01-06,"Transaction 9594",Daycare,-12.20
2022-06-24,"Transaction 9595",Income,984.17
2023-11-29,"Transaction 9596","Coffee Shops",-26.18
2022-08-29,"Transaction 9597","Cable TV",-25.40
2022-04-03,"Transaction 9598",Income,608.00
2023-04-15,"Transaction 9599","Auto Loan",-14.06
2022-03-31,"Transaction 9600",Entertainment,-35.83
2022-07-06,"Transaction 9601","Auto Loan",-45.23
2023-01-30,"Transaction 9602","Coffee Shops",-35.31
2023-03-19,"Transaction 9603","Auto Loan",-18.59
2023-07-28,"Transaction 9604",Daycare,-49.59
2023-04-04,"Transaction 9605","Coffee Shops",-40.66
2023-10-02,"Transaction 9606","Auto Loan",-25.77
2023-03-02,"Transaction 9607","Dental Care",-25.48
2023-12-17,"Transaction 9608",Income,749.40
2022-06-30,"Transaction 9609",Groceries,-36.61
2023-02-02,"Transaction 9610",Daycare,-11.82
2022-06-17,"Transaction 9611","Cable TV",-10.72
2022-09-03,"Transaction 9612",Entertainment,-12.26
2022-08-23,"Transaction 9613",Groceries,-11.43
2022-06-17,"Transaction 9614",Daycare,-28.28
2023-03-01,"Transaction 9615",Entertainment,-20.43
2023-07-16,"Transaction 9616","Auto Loan",-47.72
2023-06-29,"Transaction 9617","Coffee Shops",-37.85
2022-01-12,"Transaction 9618",Groceries,-46.94
2022-11-23,"Transaction 9619","Coffee Shops",-21.24
2023-05-23,"Transaction 9620","Coffee Shops",-40.52
2023-10-27,"Transaction 9621","Auto Loan",-44.65
2023-05-05,"Transaction 9622","Coffee Shops",-42.19
2022-01-05,"Transaction 9623","Coffee Shops",-37.91
2023-03-16,"Transaction 9624","Cable TV",-31.33
2022-08-13,"Transaction 9625","Auto Loan",-16.37
2023-05-11,"Transaction 9626",Groceries,-18.29
2023-11-22,"Transaction 9627","Coffee Shops",-40.50
2022-12-02,"Transaction 9628",Entertainment,-27.24
2022-05-16,"Transaction 9629",Income,865.00
2023-08-24,"Transaction 9630",Income,411.76
2023-01-27,"Transaction 9631",Income,400.04
2023-06-14,"Transaction 9632","Dental Care",-39.73
2023-11-15,"Transaction 9633",Daycare,-19.04
2022-10-23,"Transaction 9634",Income,825.76
2023-02-23,"Transaction 9635","Cable TV",-13.04
2023-03-22,"Transaction 9636","Dental Care",-38.10
2023-10-14,"Transaction 9637",Groceries,-36.19
2022-03-10,"Transaction 9638","Dental Care",-11.07
2023-11-10,"Transaction 9639",Income,896.50
2022-04-08,"Transaction 9640",Groceries,-38.21
2023-06-16,"Transaction 9641",Entertainment,-18.84
2022-01-04,"Transaction 9642","Auto Loan",-27.52
2022-10-02,"Transaction 9643",Income,213.48
2023-06-07,"Transaction 9644",Daycare,-30.61
2023-05-18,"Transaction 9645","Cable TV",-35.02
2023-09-14,"Transaction 9646","Cable TV",-17.01
2022-06-26,"Transaction 9647",Daycare,-33.03
2022-02-22,"Transaction 9648","Coffee Shops",-12.05
2022-10-04,"Transaction 9649",Income,840.94
2022-12-28,"Transaction 9650","Auto Loan",-45.09
2022-11-03,"Transaction 9651","Dental Care",-13.46
2023-10-16,"Transaction 9652",Income,251.00
2022-05-06,"Transaction 9653","Auto Loan",-46.69
2023-03-21,"Transaction 9654","Dental Care",-19.33
2022-08-26,"Transaction 9655","Cable TV",-48.21
2023-06-12,"Transaction 9656",Entertainment,-10.67
2023-01-29,"Transaction 9657",Groceries,-15.84
2023-01-19,"Transaction 9658","Coffee Shops",-28.46
2023-04-16,"Transaction 9659",Entertainment,-47.09
2023-02-24,"Transaction 9660",Daycare,-49.30
2024-01-17,"Transaction 9661",Groceries,-46.83
2024-01-09,"Transaction 9662","Auto Loan",-39.59
2022-03-23,"Transaction 9663","Cable TV",-37.30
2023-02-03,"Transaction 9664",Income,652.72
2022-01-28,"Transaction 9665","Coffee Shops",-10.01
2023-06-16,"Transaction 9666",Daycare,-48.51
2023-02-23,"Transaction 9667","Auto Loan",-15.31
2024-02-05,"Transaction 9668","Dental Care",-24.83
2022-09-15,"Transaction 9669","Dental Care",-36.50
2023-02-26,"Transaction 9670","Dental Care",-33.42
2023-02-07,"Transaction 9671",Entertainment,-44.98
2023-10-15,"Transaction 9672",Groceries,-44.30
2022-06-28,"Transaction 9673","Cable TV",-31.60
2022-05-26,"Transaction 9674","Cable TV",-30.09
2023-03-04,"Transaction 9675","Cable TV",-49.39
2023-06-09,"Transaction 9676",Income,353.23
2023-09-02,"Transaction 9677","Coffee Shops",-46.91
2023-01-22,"Transaction 9678",Groceries,-30.27
2022-06-28,"Transaction 9679",Daycare,-34.09
2023-09-21,"Transaction 9680","Coffee Shops",-43.74
2023-12-19,"Transaction 9681",Income,563.06
2024-01-31,"Transaction 9682",Daycare,-33.62
2022-11-13,"Transaction 9683",Income,356.15
2022-02-05,"Transaction 9684","Coffee Shops",-11.66
2023-11-01,"Transaction 9685","Auto Loan",-31.85
2023-06-04,"Transaction 9686","Dental Care",-34.43
2022-04-08,"Transaction 9687","Dental Care",-40.10
2022-01-02,"Transaction 9688",Daycare,-41.43
2023-06-16,"Transaction 9689","Cable TV",-41.24
2024-01-16,"Transaction 9690","Dental Care",-46.58
2022-03-12,"Transaction 9691","Coffee Shops",-40.71
2022-02-16,"Transaction 9692",Groceries,-45.23
2022-03-19,"Transaction 9693","Cable TV",-36.58
2023-07-21,"Transaction 9694","Auto Loan",-46.83
2022-02-28,"Transaction 9695","Cable TV",-20.85
2022-10-24,"Transaction 9696",Income,597.96
2023-08-18,"Transaction 9697",Groceries,-30.36
2022-08-12,"Transaction 9698","Cable TV",-43.59
2023-07-06,"Transaction 9699",Groceries,-40.21
2022-05-26,"Transaction 9700","Coffee Shops",-24.07
2022-05-27,"Transaction 9701",Groceries,-23.82
2023-05-09,"Transaction 9702","Cable TV",-32.60
2023-06-13,"Transaction 9703","Auto Loan",-45.10
2023-03-18,"Transaction 9704","Cable TV",-12.09
2023-10-03,"Transaction 9705","Auto Loan",-11.09
2022-01-26,"Transaction 9706",Entertainment,-49.90
2023-12-02,"Transaction 9707","Coffee Shops",-36.00
2023-06-28,"Transaction 9708","Cable TV",-15.21
2023-02-15,"Transaction 9709",Daycare,-38.04
2023-05-19,"Transaction 9710","Coffee Shops",-33.60
2023-04-27,"Transaction 9711",Groceries,-23.21
2022-09-27,"Transaction 9712","Dental Care",-26.17
2023-03-17,"Transaction 9713","Cable TV",-16.68
2024-01-11,"Transaction 9714","Auto Loan",-43.08
